Epoch: [0/100], classify_loss: 0.6335, domain_loss_s: 0.7048, domain_loss_t: 0.6928, domain_loss: 1.3977,total_loss: 1.3324
Epoch: [0/100], classify_loss: 0.6335, domain_loss_s: 0.7048, domain_loss_t: 0.6928, domain_loss: 1.3977,total_loss: 1.3324
Epoch: [0/100], classify_loss: 0.6335, domain_loss_s: 0.7048, domain_loss_t: 0.6928, domain_loss: 1.3977,total_loss: 1.3324
Source accuracy: 93.9200, target accuracy: 33.2963
Epoch: [0/100], classify_loss: 0.6335, domain_loss_s: 0.7048, domain_loss_t: 0.6928, domain_loss: 1.3977,total_loss: 1.3324
Source accuracy: 93.9200, target accuracy: 33.2963
Epoch: [1/100], classify_loss: 0.3167, domain_loss_s: 0.6975, domain_loss_t: 0.6930, domain_loss: 1.3905,total_loss: 1.0120
Source accuracy: 96.1300, target accuracy: 37.5069
Epoch: [2/100], classify_loss: 0.2428, domain_loss_s: 0.6949, domain_loss_t: 0.6934, domain_loss: 1.3883,total_loss: 0.9369
Source accuracy: 97.0500, target accuracy: 41.5176
Epoch: [3/100], classify_loss: 0.1618, domain_loss_s: 0.6942, domain_loss_t: 0.6934, domain_loss: 1.3876,total_loss: 0.8556
Source accuracy: 97.4800, target accuracy: 43.5396
Epoch: [4/100], classify_loss: 0.1762, domain_loss_s: 0.6940, domain_loss_t: 0.6933, domain_loss: 1.3873,total_loss: 0.8698
Source accuracy: 97.9200, target accuracy: 42.9175
Epoch: [5/100], classify_loss: 0.1094, domain_loss_s: 0.6936, domain_loss_t: 0.6933, domain_loss: 1.3869,total_loss: 0.8028
Source accuracy: 98.1500, target accuracy: 43.6729
Epoch: [6/100], classify_loss: 0.0888, domain_loss_s: 0.6935, domain_loss_t: 0.6932, domain_loss: 1.3867,total_loss: 0.7821
Source accuracy: 98.2500, target accuracy: 44.5395
Epoch: [7/100], classify_loss: 0.1638, domain_loss_s: 0.6934, domain_loss_t: 0.6932, domain_loss: 1.3866,total_loss: 0.8571
Source accuracy: 98.3600, target accuracy: 46.8615
Epoch: [8/100], classify_loss: 0.1067, domain_loss_s: 0.6933, domain_loss_t: 0.6931, domain_loss: 1.3865,total_loss: 0.7999
Source accuracy: 98.5000, target accuracy: 47.3725
Epoch: [9/100], classify_loss: 0.0982, domain_loss_s: 0.6933, domain_loss_t: 0.6931, domain_loss: 1.3864,total_loss: 0.7914
Source accuracy: 98.4600, target accuracy: 47.7391
Epoch: [10/100], classify_loss: 0.1747, domain_loss_s: 0.6933, domain_loss_t: 0.6931, domain_loss: 1.3864,total_loss: 0.8679
